district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,camp_phone,climate_change,affordability,education,housing,,,,,,
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Liberal Party of Canada,Parti libÈral du Canada,McKinnon,Ron,(778) 730-0788,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Green Party of Canada,Le Parti Vert du Canada,Nickason,Brad,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,People's Party of Canada,Parti populaire du Canada,Spornicu,Roland,(604) 500-6286,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59009,Courtenay--Alberni,Courtenay--Alberni,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Biley,Barbara,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59009,Courtenay--Alberni,Courtenay--Alberni,Liberal Party of Canada,Parti libÈral du Canada,Gowans,Jonah Baden,(778) 787-1401,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59009,Courtenay--Alberni,Courtenay--Alberni,Conservative Party of Canada,Parti conservateur du Canada,Horner,Byron,(778) 909-0019,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59009,Courtenay--Alberni,Courtenay--Alberni,New Democratic Party,Nouveau Parti dÈmocratique,Johns,Gord,(778) 716-7130,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59009,Courtenay--Alberni,Courtenay--Alberni,Green Party of Canada,Le Parti Vert du Canada,Wood,Sean,(250) 594-4141,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,People's Party of Canada,Parti populaire du Canada,Chen,Rhonda,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Conservative Party of Canada,Parti conservateur du Canada,DeLong,Alana,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Liberal Party of Canada,Parti libÈral du Canada,Herbert,Blair,(250) 597-1308,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Green Party of Canada,Le Parti Vert du Canada,Hwitsum,Lydia,(250) 597-8683,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,New Democratic Party,Nouveau Parti dÈmocratique,MacGregor,Alistair,(250) 597-8833,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Stanbridge,Robin Morton,(250) 727-9955,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,New Democratic Party,Nouveau Parti dÈmocratique,Anderson-Fennell,Randy,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,Independent,IndÈpendant(e),Bains,Amarit,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,Independent,IndÈpendant(e),Bennett,Tony,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,Conservative Party of Canada,Parti conservateur du Canada,Corbet,Tanya,(604) 787-9511,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,Green Party of Canada,Le Parti Vert du Canada,DeCraene,Craig,,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
59011,Delta,Delta,People's Party of Canada,Parti populaire du Canada,Ireland,Angelina,(778) 512-8088,"<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>","<a href=""https://www.youtube.com/"" target=""_blank"">YouTube Demo Link</a>"
